sofifa_id, long_name, overall, potencial
203605,Pavel Kadeřábek,76.5,79.375
203757,José Luís Mendes Andrade,76.625,79.125
203979,Marvin Bakalorz,71.5,72.625
204078,Rafał Wolski,69.0,73.0
204485,Riyad Mahrez,81.375,83.25
204513,Maxime Dupé,70.375,74.5
204830,Álvaro Vadillo Cifuentes,71.25,77.25
204977,Iván Rodrigo Piris Leguizamón,73.625,74.375
205175,Arkadiusz Krystian Milik,78.625,84.75
205669,Luís Carlos Ramos Martins,69.375,72.75
205857,Eric Molomowanadou Mathoho,70.375,72.25
205998,André Ivan Biyogo Poko,71.625,75.0
206304,Luka Milivojević,76.125,78.5
206414,Sergiy Kryvtsov,73.75,76.375
206662,Matt Hedges,72.5,73.625
207557,Robin Patrick Olsen,74.0,75.75
207624,Kenneth Josiah Omeruo,72.625,79.375
208017,Ivan Santini,72.0,72.625
208564,Peter Svarrer Ankersen,71.75,73.875
208630,Dominik Grzegor Furman,68.25,71.25
208830,Jamie Vardy,79.875,80.125
208949,Nawaf Shaker Al Abid,71.125,72.75
209372,Mustafa Saymak,70.25,73.625
209698,Birama Touré,70.375,73.0
210257,Ederson Santana de Moraes,81.625,86.875
210603,Yasir Gharsan Al-Shahrani,73.125,75.625
210801,David Accam,70.5,72.25
211099,Opa Nguette,71.375,76.25
214076,Nicolás Vikonis Moreau,73.25,73.25
214491,Luis Enrique Quiñónes,73.75,75.5
214615,Jefferson Andrés Duque Montoya,70.125,70.25
214955,Emmanuel Más Sgros,74.125,75.0
215050,Diego Luis Braghieri,72.25,72.375
215070,Guillermo Luis Ortiz,69.75,74.5
216036,Rafael Marcelo Delgado,72.25,73.75
216267,Andrew Robertson,79.0,85.25
216475,José Luis Morales Nogales,78.125,78.625
216523,Marios Oikonomou,71.625,75.875
217242,久保 裕也,71.375,76.0
218621,Facundo Sánchez,71.5,72.625
218667,Bernardo Mota Veiga de Carvalho e Silva,82.125,87.625
219652,Roberto Ibañez Castro,71.625,75.5
219728,Edgar Antonio Méndez Ortega,72.875,74.625
219985,Matías Vecino Falero,76.875,79.5
222457,Bernard Mensah,72.875,80.125
224293,Rúben Diogo da Silva Neves,77.5,86.0
107084,Michael Langer,67.25,67.25
142962,Enrique Alberto Bologna Gómez,68.125,68.125
148696,Espen Ruud,69.625,69.625
153066,Lucas Matías Licht,69.625,69.625
157703,Uwe Hünemeier,70.5,70.5
169345,Markus Suttner,71.375,71.625
171364,Edgar Eduardo Castillo Carrillo,68.125,68.125
173040,Alexandre Bonnet,69.25,69.375
173614,Jason Daniel Pearce,68.75,69.0
176348,염기훈 廉基勋,71.0,71.0
177273,Julio César Domínguez Juárez,71.125,71.5
177571,Timothy Derijck,69.875,69.875
177782,Hakan Özmert,68.875,68.875
177912,Magnus Lekven,67.125,67.625
178287,Scott Harry Nathaniel Arfield,71.625,72.125
178417,Charlie Patrick Mulgrew,69.5,69.5
178565,Bruno Saúl Urribarri,68.625,68.875
179537,Harmeet Singh,67.25,69.5
179698,Leandro Damián Grimi,68.625,68.625
181681,Shaun Williams,69.125,69.125
182743,Thorsten Kirschbaum,68.0,68.5
184242,Funso-King Ojo,68.125,70.5
184781,Denis Petrić,69.75,70.25
186139,Matty James,69.25,71.375
186267,Vegar Eggen Hedenstad,69.25,71.5
186521,Bernardo José Espinosa Zúñiga,74.625,76.25
186536,Brek Shea,65.625,66.75
186651,Güray Vural,70.875,71.75
186992,Jesús Alberto Dueñas Manzo,72.75,73.5
187033,Sean Morrison,71.625,73.375
187205,Luis Fernando Fuentes Vargas,70.875,70.875
187421,Jorge Daniel Hernández Govea,73.25,74.5
187491,Fedor Smolov,76.625,78.375
188541,Pasquale Schiattarella,70.375,70.875
188879,Alfred John Momar N'Diaye,74.75,76.5
189263,Tunay Torun,71.5,72.375
189300,Mattias Erik Johansson,70.875,73.5
189410,Danny Latza,74.0,75.25
189433,Benjamin Hübner,75.125,76.25
190362,Teemu Pukki,72.5,73.875
190459,André Hansen,72.125,74.625
190883,Adolph Joseph DeLaGarza,67.75,68.125
190981,Mushagalusa Bakenga Joar Namugunga,66.25,69.25
191252,Marcel Gaus,68.625,69.625
191269,Salman Mohammed Al-Faraj,72.125,72.75
191924,이범영 李范永,65.5,66.375
191980,윤석영 尹硕扬,68.125,69.375
192045,Luis Alfonso Rodríguez Alanís,73.0,74.5
192320,Gary Gardner,68.375,71.75
193331,Karl Darlow,71.125,74.875
194053,Lasse Sobiech,72.125,73.75
194091,Michael Edward Jacobs,68.25,70.5
194201,Pontus Jansson,74.75,77.5
194334,Daniel Sanchez Ayala,71.625,74.0
194806,Craig Dawson,72.25,73.75
195037,Danny Batth,69.875,72.125
195096,Fransérgio Rodrigues Barbosa,74.5,76.0
195912,석현준 玄铉俊,72.25,74.25
196318,Serdar Gürler,72.375,73.875
196942,Iñigo Pérez Soto,71.625,72.125
197641,Benjamin Leroy,70.125,71.375
197891,Juan Miguel Jiménez López,74.25,78.125
198261,Timothy Michael Ream,70.375,70.625
198560,Carlos Ruíz Aránega,68.875,68.875
198601,Luis Ángel Mendoza Escamilla,69.375,70.0
198604,Joakim Våge Nilsen,65.25,67.375
198817,Romain Amalfitano,70.875,71.75
198857,Simone Romagnoli,70.625,72.25
198946,Danilo D'Ambrosio,75.0,75.875
198951,Cédric Bakambu,78.75,81.5
199288,Anthony Losilla,71.0,71.0
199417,Harun Tekin,72.75,73.75
199584,Maikel Kieftenbeld,69.375,70.5
199729,Daniel Royer,71.75,73.125
199912,Sonny Kittel,71.25,74.625
200059,Colin Coosemans,69.25,73.125
200209,Nicolai Oppen Larsen,68.125,71.625
200395,Marcelo Andrés Silva Fernández,69.5,70.75
200425,Mike Jarno Maria te Wierik,70.25,73.125
200469,Lukas Rupp,73.5,75.0
201043,Brecht Dejaegere,72.5,74.125
201066,Dominik Kaiser,70.75,71.625
201136,Maxime Colin,70.75,73.625
202164,Perry Kitchen,68.25,72.0
202445,Rodrigo Ely,72.875,77.375
202562,Jérôme Roussillon,75.625,79.875
202848,Gianluca Caprari,72.375,77.5
203067,Diego Ferney Chara Zamora,72.375,72.375
203177,Dimitri Foulquier,72.125,76.125
203304,Britt Curtis Assombalonga,71.0,75.625
203362,Mohamed Amine Elyounoussi,74.25,79.25
203537,Sammy Ameobi,69.875,72.5
204136,Michael Jeroen Maarten Michiel de Leeuw,69.5,69.625
204638,Vilmos Tamás Orban,76.875,80.25
204677,Oriol Rosell Argerich,69.375,73.25
204757,Antonio García Aranda,74.125,75.75
205157,Iñigo Ruiz de Galarreta Etxeberria,70.5,75.25
205391,Soualiho Meïté,73.75,78.625
205849,Esteban Maximiliano Andrada,74.125,77.5
205942,Silviu Lung,72.5,74.375
206198,Dominique Heintz,74.5,79.25
206585,Kepa Arrizabalaga Revuelta,77.875,85.375
206606,Philipp Hofmann,69.0,73.0
207494,Jesse Lingard,76.5,79.875
207732,Roger Martí Salvador,74.75,77.25
207805,Loret Sadiku,69.25,71.5
207807,Ryan Fraser,74.125,78.875
207939,Guido Hernán Pizarro Demestri,75.375,76.375
207984,Arturo Alfonso González González,71.875,78.375
208104,Matheus Lima Magalhães,76.125,80.625
208437,Magnus Lennart Eriksson,69.0,70.25
208448,Emil Peter Forsberg,77.875,80.75
208461,Marten Elco de Roon,75.875,77.875
208596,Andrea Belotti,78.0,84.25
208968,Fawaz Balqassem Al Qarni,66.875,70.125
209620,Abdul Rahman Baba,75.0,80.25
209711,Rasmus Thelander,70.125,72.125
209782,Sam Larsson,73.875,77.0
210035,Alejandro Grimaldo García,78.125,85.375
210042,Johannes Wurtz,67.5,70.375
210241,Daniel Buballa,67.875,69.0
210372,Rachid Ghezzal,73.875,76.75
210406,Piotr Sebastian Zieliński,77.125,82.625
210411,Otávio Edmilson da Silva Monteiro,76.5,83.0
210761,Rodolfo Gilbert Pizarro Thomas,73.625,78.625
210868,José María Martín-Bejarano Serrano,70.625,71.125
210964,Federico Ceccherini,71.0,75.25
211101,Rubén Blanco Veiga,73.625,81.75
211256,Nicolás Alejandro Tagliafico,77.75,81.25
211263,Lisandro Magallán,71.875,76.75
211270,Esteban Ariel Saveljich,69.125,72.625
211354,Marco Benassi,74.75,80.25
212023,Robert Berić,73.75,76.0
212213,Ricardo Sousa Esgaio,74.25,77.875
212230,Iuri José Picanço Medeiros,73.375,79.5
212245,Yannick Gerhardt,74.375,80.0
212404,Federico Bernardeschi,77.875,83.375
212442,José Pedro Malheiro de Sá,75.875,81.625
212491,Fuka Arthur Masuaku,74.875,80.375
212519,Romain Philippoteaux,71.5,72.25
212592,Andrew Farrell,69.125,72.0
212623,Santiago Mina Lorenzo,76.0,82.5
212722,DeAndre Roselle Yedlin,73.0,79.125
212977,Niklas Stark,75.0,82.25
213000,Sven van Beek,73.125,77.0
213317,킴진수 金珍洙,71.75,74.625
213331,Jonathan Tah,78.125,85.875
213581,Hugo Martín Nervo,71.625,74.5
214006,Yerson Candelo Miranda,71.125,73.375
214092,Aleksey Miranchuk,74.625,81.25
214313,Juan Antonio Delgado Baeza,68.75,73.0
214369,Andrés Felipe Andrade Torres,71.125,71.5
214603,Farid Alfonso Díaz Rhenals,69.75,69.75
214718,Martín Vladimir Rodríguez Torrejón,71.0,76.375
215061,Darío Ismael Benedetto,76.0,76.75
215157,Federico Eduardo Lértora,71.0,73.125
215254,Mauricio Luciano Lollo,71.125,71.25
215331,Leonardo Rafael Jara,72.375,74.5
215531,Deniz Türüç,73.125,77.0
215886,Damir Kreilach,72.375,73.375
216054,Nery Andrés Domínguez,73.25,75.5
216150,Davide Zappacosta,76.625,79.75
217287,Julien Ariel De Sart,70.375,76.875
219779,Ebenezer Kofi Assifuah-Inkoom,67.375,71.5
220089,Salih Dursun,68.125,70.5
222943,Jonathan Rodríguez Menéndez,76.375,78.25
223197,Enes Ünal,73.25,82.625
224394,Fábio Santos Martins,73.75,77.875
52326,Eldin Jakupović,68.125,68.125
53739,Lee Grant,69.125,69.125
121134,Alexander Walke,70.0,70.0
132740,Jesper Hansen,72.375,72.375
140422,Alexander Aaron John Baptiste,66.875,66.875
142499,Aitor Sanz Martín,71.125,71.125
145014,Juan de Dios Prados López,66.875,66.875
149309,Antonio Rosati,68.75,68.75
153275,Jean-Louis Leca,73.375,73.375
156894,Darren Antony Pratley,66.375,66.375
158167,Mario Sonnleitner,67.5,67.75
162053,Luke Chambers,68.0,68.0
162407,Michael Jakobsen,66.875,66.875
164470,Carlos Pita González,69.125,69.125
164484,Johan Helge Dahlin,70.5,70.5
167532,Adrián Alexei Aldrete Rodríguez,70.125,70.5
167933,Yannick Cahuzac,71.625,71.625
169575,Lee Peltier,68.625,68.625
170305,Cole Skuse,68.375,68.375
170472,Jonathan Parr,67.375,68.125
171087,Christian Fernández Salas,68.375,68.375
172685,José Ángel Crespo Rincón,71.75,72.125
172756,Tomasz Jodłowiec,68.75,68.75
172904,Lee Tomlin,69.625,70.375
173155,Antonino Barillà,68.375,69.125
173434,Pablo Edson Barrera Acosta,69.625,69.875
173859,Sam Baldock,67.75,68.875
175789,Birkir Bjarnason,69.5,70.5
176071,Dax McCarty,72.125,72.625
176346,최철순 崔喆淳,69.875,70.375
176389,정성룡 郑俊玄,69.625,69.625
178600,Uğur Demirok,71.0,71.5
179731,David Cabrera Pujol,69.0,69.75
179811,Brecht Capon,69.25,69.625
180706,Craig George Cathcart,72.375,73.25
183141,Oier Olazábal Paredes,71.875,73.75
183512,Yuri Berchiche Izeta,76.625,78.0
183644,Alexander Grünwald,70.0,71.0
183921,Julien Faussurier,69.75,69.875
184436,Alex Smithies,70.875,73.375
184467,Nathan Abayomi Delfouneso,64.375,65.75
184501,Michael Lang,73.75,76.125
185010,Michał Pazdan,71.75,72.0
185422,Joshua Christian Kojo King,74.25,77.5
186143,Oliver Norwood,72.625,74.875
186302,Elías Hernán Hernández Jacuinde,74.125,74.375
186715,Robert O'Shea Salinas,67.125,67.125
186839,Niall McGinn,69.375,69.75
187013,Oswaldo Alanís Pantoja,69.875,70.75
187298,Hugo Isaac Rodríguez De La O,69.125,71.125
188038,Ondřej Čelůstka,70.25,71.25
188607,Rodrigo Salinas Dorantes,70.25,70.625
188621,Aaron Meijers,68.75,69.0
189043,Daniel Brosinski,73.75,74.25
189084,Eloy Victor Room,73.25,74.5
189218,Ryan Jack,72.0,75.5
189397,Florian Jungwirth,69.75,70.75
189430,Simone Colombi,69.375,72.0
189446,Junior Stanislas,71.5,72.375
190060,Nzuzi Bundebele Toko,67.0,68.875
190324,Christian Kabasele,74.75,76.875
190424,Enoch Kofi Adu,69.5,71.25
190666,Manuel Gulde,72.0,73.625
191154,Tobias Sana,66.5,67.25
191783,Valon Berisha,72.625,76.375
192110,Carlos Eduardo Fierro Guerrero,68.25,72.625
192321,Christopher Buchtmann,69.625,72.625
192449,Marco Stiepermann,69.625,72.0
192561,Lennart Thy,69.0,71.875
192622,Shane Patrick Michael Duffy,73.0,76.375
192816,Leandro Daniel Cabrera Sasía,73.125,76.875
193011,Steve Cook,73.875,76.875
193141,Iván Alexis Pillud,70.5,70.5
193185,Scott Malone,70.375,71.875
193422,Torgeir Børven,67.625,71.25
193601,Germán Alejandro Pezzella,75.75,79.25
193900,Jack Paul Hunt,69.875,72.375
194149,Fredrik Ulvestad,68.625,71.75
194222,Víctor Laguardia Cisneros,74.875,77.125
194730,Juan Carlos Martín Corral,70.625,71.375
194947,Jagoš Vuković,73.0,73.75
194956,José Edgar Andrade da Costa,69.875,70.125
195038,Florian Kainz,73.5,76.625
197813,Jonas Martin,73.75,75.0
197837,Anga Dedryck Boyata,73.375,75.25
198000,Justin Morrow,69.125,69.5
198133,Leandro Jones Johan Bacuna,69.875,72.125
198285,Lee Nicholls,66.125,71.625
198599,Martin Linnes,72.25,75.125
198687,Saliou Ciss,68.125,69.0
198731,Elbasan Rashani,67.375,70.625
198856,Christopher Avevor,67.375,70.125
198904,Grant Hanley,71.0,74.25
199121,Haris Radetinac,66.5,66.5
199537,Joffrey Cuffaut,69.375,69.875
199745,Erik Sviatchenko,74.0,77.25
199763,Bartosz Bereszyński,71.375,74.0
199915,Lewis Dunk,74.625,78.625
199960,Jamie Paterson,69.5,72.5
200105,Johan Kappelhof,69.0,70.5
200318,Mark Uth,75.125,77.875
200346,Michał Żyro,67.75,71.75
200607,Christopher Schindler,72.5,74.375
201114,Bartłomiej Pawłowski,67.5,71.375
201265,Nicklas Helenius Jensen,66.75,69.125
201438,Hannes Van Der Bruggen,70.25,73.75
201965,Simon Thern,70.0,74.0
202429,Danny Vieira da Costa,73.5,77.125
202456,John Verhoek,66.625,67.375
202676,Adam Jake Taggart,68.625,73.25
202750,Willy-Arnaud Zobo Boly,75.25,78.25
202968,윤일록 尹日录,68.375,70.875
203159,Tim Kister,68.625,68.875
203487,Jamaal Lascelles,73.625,80.75
203699,Gaëtan Courtet,69.25,70.25
203980,Konstantinos Fortounis,76.125,79.375
204030,Stelios Kitsiou,70.625,74.0
204289,Saido Berahino,72.125,77.25
204353,Craig Forsyth,68.75,69.5
204476,Tom Beugelsdijk,68.625,69.875
204496,Patrick Bauer,70.125,75.5
204539,Luis Jan Piers Advíncula Castrillón,72.5,74.125
204687,Paweł Olkowski,70.75,72.25
205089,Mattia Valoti,69.125,74.125
205431,Niclas Füllkrug,73.25,76.25
205659,Alessio Cragno,74.25,81.75
205678,Edin Višća,78.5,79.5
205895,Alexander Ring,72.5,75.25
205966,Amin Younes,74.375,78.25
206106,Enver Cenk Şahin,69.125,74.75
206109,Yussif Raman Chibsah,69.625,74.0
206222,Pedro Bigas Rigo,73.125,75.75
206408,Terrence Anthony Boyd,66.625,68.75
206651,Roberto Torres Morales,73.5,74.75
207471,Franco Damián Vázquez,78.125,79.25
207790,Kaan Ayhan,72.75,79.5
207791,Yussuf Yurary Poulsen,74.875,80.875
208088,Sergi Samper Montañá,70.5,77.5
208093,Gerard Moreno Balagueró,78.875,82.125
208920,Nathan Aké,74.875,82.25
209371,Bram van Polen,69.0,69.0
209569,Housain Ali Jassim Al-Mogahwi,68.875,69.625
209818,Joshua Brenet,72.125,76.125
209965,Orhan Ademi,64.125,66.5
209989,Thomas Teye Partey,77.625,81.875
210011,Terell Ondaan,66.875,71.0
210147,Mansour Althaqfi Al Harbi,66.5,67.375
210404,Souleymane Doukara,68.875,71.75
210489,Louis Schaub,72.75,78.75
210864,Elseid Hysaj,77.0,81.25
211320,Daniele Rugani,78.125,84.75
211361,Danilo Cataldi,73.25,79.625
211408,Karol Linetty,73.5,80.875
211703,Marc Schnatterer,72.0,72.0
212192,Julian Green,68.5,75.375
212214,Augusto Jorge Mateo Solari,71.375,74.125
212456,Avilés Hurtado Herrera,73.5,74.125
212715,Sebastián Alberto Palacios,72.0,74.5
212755,Jorrit Hendrix,74.25,80.5
212811,Mario René Junior Lemina,75.5,80.125
212883,Daniel Amartey,73.0,79.75
212932,小野 裕二,67.375,70.625
212933,Laurent Depoitre,73.25,73.75
213345,Kingsley Junior Coman,79.125,85.75
213648,Pierre-Emile Kordt Højbjerg,75.625,82.375
214026,Johan Andrés Mojica Palacio,73.125,76.125
214040,Frank Yusty Fabra Palacios,75.0,77.125
214421,Fredy Hinestroza Arias,71.625,73.0
214463,Wilson David Morelo López,71.625,72.0
214582,Cristian Harson Bonilla Garzón,68.5,74.0
215042,Gastón Adrián Lezcano,72.25,72.625
215083,Maximiliano Nicolás Urruti Mussa,69.375,71.625
215089,Enzo Maximiliano Kalinski,71.75,71.875
215590,Ayoze Pérez Gutiérrez,74.875,80.25
215930,Tin Jedvaj,74.0,81.875
216247,Marcel Tisserand,72.375,76.25
216380,Daley Sinkgraven,73.25,79.375
216409,Matteo Politano,76.125,80.625
216466,Wendell Nascimento Borges,75.75,80.25
216520,Javier Güemez López,69.75,72.25
217731,Sandro Ramírez Castillo,73.25,80.625
217877,Théo Bongonda Mbul'Ofeko Batombo,74.25,81.75
219605,Cristian Alejandro Cuevas Jara,67.125,73.375
219683,Corentin Tolisso,78.625,84.375
219759,Salvatore Andrea Molina,65.875,69.25
220763,Ryan Jared Thomas,72.125,77.75
220971,Naby Keïta,77.375,83.25
221982,Patrick Roberts,70.75,81.5
52679,Joseph Murphy,62.75,62.75
110606,Alan Mannus,66.0,66.0
116314,David Edward Martin,66.375,66.375
139476,Dean Jeffrey Gerken,65.75,65.75
150894,Markus Halsti,65.875,65.875
150995,Boris Rotenberg,62.125,62.125
156253,Joseph Peter Lewis,70.125,70.625
157305,Rasmus Lindgren,68.5,68.5
162052,David Ousted,69.875,69.875
163619,Jonathan Hayes,69.625,70.375
165531,Víctor Ismael Sosa,73.0,73.375
167841,Christopher Jack Maguire,66.5,67.125
172780,Brett Douglas Pitman,67.375,67.625
173815,Michael Paul Bostwick,65.75,66.375
177564,Carlos Bellvís Llorens,68.5,68.5
177790,Artur Jędrzejczyk,71.25,71.75
179516,Rouwen Hennings,71.5,71.75
179551,Ola Williams Kamara,71.75,73.5
181479,Alex Wilkinson,70.0,70.0
182133,Alexandru Epureanu,73.0,73.375
182184,Dale Stephens,72.5,73.25
182883,Kieran Ricardo Agard,66.25,67.75
183475,Sten Michael Grytebust,70.5,71.875
183546,Jonathan Hogg,71.75,72.875
184337,고요한 高约翰,69.375,69.875
184469,Harry Nicholas Arter,72.5,74.375
184471,Alan Christopher Judge,68.25,69.375
184900,김광석 金光錫,68.5,68.5
186098,Rodolfo Cota Robles,72.25,72.5
186508,Arild Østbø,65.5,69.25
186680,Raúl Fernández-Cavada Mateos,70.25,71.75
186684,Francisco José Olivas Alba,72.875,73.75
186950,Fabio Daprelà,67.625,70.125
187517,Viktor Vasin,72.75,73.5
187701,George Ulises Corral Ang,68.125,69.25
188091,Fredrik Gulbrandsen,69.375,73.25
188657,Declan Rudd,68.875,72.625
188782,Michael Morrison,70.5,71.0
188955,Gustavo Leonardo Bou,75.5,76.625
188970,Johan Mårtensson,64.875,65.625
189148,Jamie Murphy,69.125,70.25
189177,John Fleck,71.25,73.625
189278,Luke John Murphy,67.125,68.75
189342,Carlo Pinsoglio,69.625,70.625
189492,Stuart Antony Alan O'Keefe,65.0,66.25
189561,Bengali-Fodé Koïta,70.0,71.75
189661,Álvaro Giménez Candela,68.5,71.375
189899,Vito Nova Wormgoor,70.75,71.875
189938,Maikel van der Werff,70.25,71.0
190120,Karl-Johan Anton Johnsson,72.0,73.875
190430,Joe Bennett,69.875,71.375
190491,Lunan Ruben Gabrielsen,68.625,72.375
190536,Osvaldo David Martínez Arce,71.25,71.25
190667,Marco Terrazzino,69.375,71.125
190724,Marvin Pourié,67.625,69.5
190885,Adam Smith,72.375,74.75
192009,José Antonio Rodríguez Romero,69.75,74.375
192041,Néstor Alejandro Araújo Razo,73.125,75.75
192439,Murray Davidson,66.75,67.125
193133,Jens Stryger Larsen,71.0,73.125
193226,Benjamin Jeannot,70.125,73.75
193569,Tom Lees,70.75,72.875
193602,Maximiliano Ángel Coronel,69.125,70.25
193706,Dario Đumić,69.0,72.625
194082,Flavio Emmanuel Lopes Paixão,69.75,69.75
194319,Danny Ward,67.875,70.125
194333,Rafał Gikiewicz,72.75,73.5
196889,Simone Verdi,75.75,78.625
196935,Ignasi Miquel i Pons,70.0,75.5
196978,Callum Wilson,75.75,79.125
197716,Teal Alexander Bunbury,67.25,68.25
198032,Dan Burn,70.625,74.25
198147,Mark van der Maarel,67.75,68.625
198377,Liam Jordan Palmer,67.875,70.375
199000,Trent Lucas Sainsbury,72.375,75.625
199191,Dennis Appiah,70.75,73.375
199413,Tobias Kempe,70.0,71.0
199419,Yoann Court,69.625,70.875
199470,Marco Meilinger,66.125,68.125
199568,Konstantinos Lamprou,70.375,73.125
199601,Musa Çağıran,70.5,73.75
199761,Marcin Kamiński,69.875,73.0
199897,Nicolas Höfler,70.75,72.0
200429,Benito Raman,71.625,77.75
200438,Guilherme Costa Marques,72.0,74.0
200798,Jose Carlos Coentrão Marafona,72.875,73.125
200900,Sean Michael Murray,64.875,70.875
201041,Lionel Jules Carole,71.25,73.5
201304,Bashkim Kadrii,68.875,71.25
201875,Jeff Attinella,66.625,67.75
201888,Veton Berisha,68.0,72.625
201895,Diego Santiago Fagúndez Pepe,69.25,75.25
201967,Gustav Mendonca Wikheim,70.125,73.5
202077,Will Bruin,68.25,69.375
202107,Alfredo Morales,71.0,72.5
202325,Diego Demme,74.75,77.5
202408,Aden Flint,71.25,72.375
202413,Hernán Daniel Santana Trujillo,68.75,70.625
202512,Florian Hartherz,68.125,71.5
202686,Nahki Wells,69.75,71.5
202994,한교원 韩教元,69.0,69.625
203060,Joshua James Vela,66.375,72.125
203237,유상훈 柳相勋,66.25,67.375
203263,Harry Maguire,76.75,81.875
203363,Gustav Valsvik,68.375,74.5
203398,Derrick Williams,68.25,72.5
203850,Christopher Dibon,68.0,70.75
204193,Tom Trybull,68.75,72.625
204355,Paul Dummett,71.875,74.75
204472,Bouna Sarr,72.75,74.875
204542,Víctor Yoshimar Yotún Flores,70.25,72.125
204614,Mário Rui Silva Duarte,76.375,78.125
204883,Brice Samba,68.5,72.75
205070,Cristian Portugués Manzanera,76.25,79.375
205188,Rachid Alioui,69.75,72.125
205210,Oscar Lewicki,70.875,74.5
205243,Molla Wagué,71.5,73.875
205726,Gastón Brugman Duarte,69.875,74.0
205929,Nicolaj Thomsen,68.375,71.875
206167,Sanjin Prcić,69.875,73.75
206517,Jack Grealish,75.0,82.875
206591,Mitchell Weiser,74.375,80.125
207531,Stefan Thesker,67.75,70.25
207877,Josef Alexander Martínez Mencia,76.375,80.625
208045,Oussama Tannane,72.625,76.875
208053,Dimitrios Pelkas,72.5,77.375
208374,Andrew Wooten,69.375,70.375
208459,Mitchell Dijks,72.125,75.125
208470,Fabian Holland,70.0,71.625
208620,Omar Mascarell González,74.625,78.625
208861,Johan Gastien,68.625,69.125
208965,Ahmad Hassan Hassan Asiri,67.375,70.625
209937,Joaquín José Marín Ruiz,70.0,71.375
209981,Yassine Bounou,73.25,76.125
210237,Thomas Pledl,68.875,74.25
210361,Bruno Godeau,67.125,69.5
210434,Fouad Chafik,70.75,71.0
210556,Lucas Eduardo Santos João,69.375,73.625
210700,Mohammed Abdullah Abusabaan,64.5,66.25
211147,Valentino Lazaro,73.25,81.375
211269,Guillermo Matías Fernández,72.375,75.625
211272,Claudio Gastón Corvalán,68.875,69.75
211557,Federico Barba,71.25,76.75
211592,Andrey Semenov,71.875,73.375
212096,Vincenzo Grifo,75.25,78.0
212120,Michaël Heylen,67.75,72.5
212196,Pione Sisto Ifolo Emirmija,73.625,80.375
212212,Dominik Kohr,74.0,78.125
212282,Issiaga Sylla,69.625,73.0
212424,Wil Trapp,70.5,74.75
212602,Diego Javier Llorente Ríos,75.0,81.0
212886,Wylan Cyprien,73.625,80.5
213613,Simon Gustafson,70.875,76.125
213629,Erick Antonio Pulgar Farfán,73.375,79.375
213956,Adama Traoré Diarra,73.5,82.5
214047,Andrés Mateus Uribe Villa,73.375,75.25
214169,William José Tesillo Gutiérrez,72.375,73.625
214376,Darwin Zamir Andrade Marmolejo,70.5,72.125
214515,Marlon Javier Piedrahita Londoño,70.375,70.375
214772,Nicolás Pasquini,69.875,71.75
215130,Nelson Martín Ibáñez,67.125,67.125
216700,Maximiliano Eduardo Meza,73.125,76.125
219167,Sergio Javier Vittor,71.125,72.625
219571,Víctor Camarasa Ferrando,74.0,80.125
219680,Cédric Hountondji,68.375,73.5
219787,Andrés Felipe Mosquera Guardia,72.0,74.125
220018,Ante Rebić,74.375,78.875
220064,Clifford Aboagye,69.125,76.875
220253,Munir El Haddadi Mohamed,75.25,82.25
220702,Gastón Alexis Silva Perdomo,71.875,77.375
221434,Dieter Daniel Villalpando Pérez,69.875,72.5
222148,Ondrej Duda,72.875,79.625
222357,Breel Donald Embolo,75.125,85.5
223154,Ozan Tufan,73.5,80.0
224116,Dyego Wilverson Ferreira Sousa,73.625,74.75
50632,Peter Michael Clarke,64.5,64.5
111328,Luke Martin McCormick,64.125,64.125
118646,Ian Henderson,65.75,65.75
138830,Dean Scott Lewington,65.25,65.25
162900,Neil Kilkenny,67.0,67.0
164529,Drew Moor,69.125,69.125
169078,Luke Anthony Freeman,69.875,72.75
169404,Jasmin Fejzić,67.375,67.375
169498,Joseph Alan Garner,68.375,68.75
170008,Ben Hamer,66.625,67.625
171970,Edward James Upson,65.25,66.5
173531,Benjamin Paul Amos,67.125,69.0
176345,권순태 权纯泰,70.125,70.125
179663,Thomas Malcolm Rowe,67.25,67.75
179685,Christopher Seitz,66.125,66.375
179899,Ari Freyr Skúlason,66.875,67.125
180740,Nikolai Topor-Stanley,64.875,64.875
181795,Fedor Kudryashov,70.75,71.5
182160,Erling Knudtzon,66.625,67.375
182365,James Lewis Jones,64.625,65.25
183066,Mathieu Marian Baudry,65.625,65.875
183228,Błażej Szczepan Augustyn,66.25,66.375
183377,Jonatan Tollås Nation,67.125,68.875
183945,Fredrik Brustad,64.5,65.375
183973,Loïc Nestor,66.625,68.0
184873,Ismaël Traoré,72.75,72.75
186135,Corry John Evans,67.25,68.625
186158,Kyle Bartley,70.75,74.0
186990,Hugo Alfonso González Durán,69.875,71.75
188168,George Friend,70.125,70.625
188524,Volkan Babacan,74.125,75.25
189141,Robin Söder,66.875,68.625
189456,Liam Cooper,70.75,74.0
189619,Korey Smith,68.25,70.75
189945,Yoric Ravet,72.0,73.25
190425,Mostafa Abdellaoue,65.125,65.625
190569,Stefan Frei,70.375,70.375
190592,Michael Sollbauer,67.0,68.375
190780,Sean Everet Johnson,69.625,71.875
190942,Kian Hansen,71.375,72.75
191627,Mats Rits,71.125,75.5
192363,Mads Fenger Nielsen,68.75,70.5
192540,Mark Duffy,67.0,67.125
192624,Shane Kevin Ferguson,65.875,67.875
192638,Marcos Alonso Mendoza,77.625,79.5
